m,TagName,
"2012-10-01 00:00:00","perl","685"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13615"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12234"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12352"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11793"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12423"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10955"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","php","11080"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13716"
"2013-01-01 00:00:00","c#","12761"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6570"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12886"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12569"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12488"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6726"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13628"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","ruby","2220"
"2013-02-01 00:00:00","java","13703"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1658"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15918"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7185"
"2013-03-01 00:00:00","php","14150"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","python","7619"
"2013-03-01 00:00:00","r","1849"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","c++","7129"
"2013-04-01 00:00:00","java","16238"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3529"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15334"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1838"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13443"
"2013-05-01 00:00:00","javascript","15058"
"2013-05-01 00:00:00","java","15293"
"2013-05-01 00:00:00","c#","13479"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","php","13148"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6843"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","python","7808"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13955"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c#","12799"
"2013-06-01 00:00:00","c","2941"
"2013-06-01 00:00:00","c++","6191"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14628"
"2013-06-01 00:00:00","php","12761"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1778"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6579"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14197"
"2013-07-01 00:00:00","php","14377"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3024"
"2013-07-01 00:00:00","python","8619"
"2013-07-01 00:00:00","javascript","16842"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15221"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","r","1974"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16871"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13870"
"2013-08-01 00:00:00","java","15093"
"2013-08-01 00:00:00","php","14389"
"2013-08-01 00:00:00","c++","6257"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7944"
"2013-08-01 00:00:00","r","1922"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2483"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16299"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14319"
"2013-09-01 00:00:00","c++","6565"
"2013-09-01 00:00:00","c#","13778"
"2013-09-01 00:00:00","c","3400"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17741"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7972"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7984"
"2013-10-01 00:00:00","java","18761"
"2013-10-01 00:00:00","c#","15220"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19780"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2094"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15403"
"2013-10-01 00:00:00","python","9496"
"2013-11-01 00:00:00","java","18803"
"2013-11-01 00:00:00","c#","14612"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18543"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8148"
"2013-11-01 00:00:00","c","4294"
"2013-11-01 00:00:00","php","14980"
"2013-11-01 00:00:00","python","9499"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7022"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","java","17492"
"2013-12-01 00:00:00","c#","13643"
"2013-12-01 00:00:00","python","8462"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18060"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1909"
"2013-12-01 00:00:00","ruby","2448"
"2013-12-01 00:00:00","php","14507"
"2014-01-01 00:00:00","php","16880"
"2014-01-01 00:00:00","c#","15350"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7699"
"2014-01-01 00:00:00","python","9846"
"2014-01-01 00:00:00","c","3739"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","javascript","21154"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18712"
"2014-01-01 00:00:00","ruby","2768"
"2014-01-01 00:00:00","r","2354"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21196"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15132"
"2014-02-01 00:00:00","java","19303"
"2014-02-01 00:00:00","php","16629"
"2014-02-01 00:00:00","c++","7693"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","796"
"2014-02-01 00:00:00","python","9907"
"2014-02-01 00:00:00","r","2620"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2610"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16193"
"2014-03-01 00:00:00","python","11426"
"2014-03-01 00:00:00","c++","8673"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22004"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4564"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22682"
"2014-03-01 00:00:00","php","18407"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4014"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15356"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20936"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21478"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2739"
"2014-04-01 00:00:00","php","17791"
"2014-04-01 00:00:00","c++","8142"
"2014-04-01 00:00:00","python","10780"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18001"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3267"
"2014-05-01 00:00:00","python","9252"
"2014-05-01 00:00:00","c++","6795"
"2014-05-01 00:00:00","c#","13926"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19841"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14833"
"2014-06-01 00:00:00","java","15949"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18334"
"2014-06-01 00:00:00","python","8922"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12524"
"2014-06-01 00:00:00","c","2777"
"2014-06-01 00:00:00","c++","5679"
"2014-06-01 00:00:00","perl","678"
"2014-06-01 00:00:00","php","13091"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2338"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2409"
"2014-07-01 00:00:00","javascript","20158"
"2014-07-01 00:00:00","c++","6280"
"2014-07-01 00:00:00","c#","13706"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17408"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14340"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","python","9923"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15758"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12511"
"2014-08-01 00:00:00","c","2678"
"2014-08-01 00:00:00","c++","5885"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9119"
"2014-08-01 00:00:00","javascript","18485"
"2014-08-01 00:00:00","r","2477"
"2014-08-01 00:00:00","php","13255"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2469"
"2014-09-01 00:00:00","c#","12331"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6201"
"2014-09-01 00:00:00","python","8779"
"2014-09-01 00:00:00","java","16729"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18150"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13419"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12567"
"2014-10-01 00:00:00","javascript","18936"
"2014-10-01 00:00:00","java","17921"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6843"
"2014-10-01 00:00:00","php","13659"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3806"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9586"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17878"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11882"
"2014-11-01 00:00:00","c++","6568"
"2014-11-01 00:00:00","python","9576"
"2014-11-01 00:00:00","c","3675"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","18002"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13097"
"2014-11-01 00:00:00","r","2708"
"2014-12-01 00:00:00","c++","6082"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11095"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12400"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9044"
"2014-12-01 00:00:00","c","3155"
"2014-12-01 00:00:00","javascript","17018"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16398"
"2014-12-01 00:00:00","swift","2492"
"2014-12-01 00:00:00","r","2360"
"2015-01-01 00:00:00","javascript","18544"
"2015-01-01 00:00:00","c","3212"
"2015-01-01 00:00:00","c#","11762"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16554"
"2015-01-01 00:00:00","c++","6132"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13663"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9684"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2430"
"2015-01-01 00:00:00","swift","3057"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16775"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13568"
"2015-02-01 00:00:00","c","3366"
"2015-02-01 00:00:00","c++","6481"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11804"
"2015-02-01 00:00:00","python","10204"
"2015-02-01 00:00:00","javascript","18696"
"2015-02-01 00:00:00","r","2976"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","386"
"2015-03-01 00:00:00","javascript","20565"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13276"
"2015-03-01 00:00:00","java","19795"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14974"
"2015-03-01 00:00:00","python","11617"
"2015-03-01 00:00:00","r","3566"
"2015-03-01 00:00:00","c++","7396"
"2015-03-01 00:00:00","ruby","2462"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15032"
"2015-04-01 00:00:00","java","19845"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20935"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c#","13105"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11461"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2505"
"2015-04-01 00:00:00","delphi","390"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3328"
"2015-05-01 00:00:00","java","18567"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6823"
"2015-05-01 00:00:00","javascript","22177"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13372"
"2015-05-01 00:00:00","python","11226"
"2015-05-01 00:00:00","c","3523"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14630"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22644"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17875"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13542"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3171"
"2015-06-01 00:00:00","python","11822"
"2015-06-01 00:00:00","php","14423"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6520"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18722"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14136"
"2015-07-01 00:00:00","c++","6708"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","php","15429"
"2015-07-01 00:00:00","javascript","24003"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5155"
"2015-07-01 00:00:00","python","12325"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13238"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11233"
"2015-08-01 00:00:00","c++","5879"
"2015-08-01 00:00:00","java","17112"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2577"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22181"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5094"
"2015-08-01 00:00:00","php","14287"
"2015-09-01 00:00:00","c","3087"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21416"
"2015-09-01 00:00:00","java","16966"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12927"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10978"
"2015-09-01 00:00:00","php","13548"
"2015-09-01 00:00:00","c++","5915"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4561"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18570"
"2015-10-01 00:00:00","c","3679"
"2015-10-01 00:00:00","c#","12802"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7053"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12490"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21842"
"2015-10-01 00:00:00","r","3682"
"2015-10-01 00:00:00","ruby","2194"
"2015-10-01 00:00:00","php","13954"
"2015-10-01 00:00:00","swift","4315"
"2015-11-01 00:00:00","java","17797"
"2015-11-01 00:00:00","javascript","21293"
"2015-11-01 00:00:00","python","12305"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7093"
"2015-11-01 00:00:00","c#","12397"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13364"
"2015-11-01 00:00:00","ruby","1958"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","java","16575"
"2015-12-01 00:00:00","c#","12156"
"2015-12-01 00:00:00","c++","6564"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21102"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","php","13796"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","425"
"2015-12-01 00:00:00","r","3180"
"2015-12-01 00:00:00","python","11660"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16648"
"2016-01-01 00:00:00","c#","12367"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","php","14620"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22538"
"2016-01-01 00:00:00","python","12355"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12745"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13258"
"2016-02-01 00:00:00","c++","6562"
"2016-02-01 00:00:00","java","17863"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22492"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14954"
"2016-02-01 00:00:00","swift","4762"
"2016-02-01 00:00:00","r","3598"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19932"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13620"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3451"
"2016-03-01 00:00:00","r","4046"
"2016-03-01 00:00:00","python","14069"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24109"
"2016-03-01 00:00:00","php","15170"
"2016-03-01 00:00:00","c++","7028"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13727"
"2016-04-01 00:00:00","python","13672"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19505"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","c++","6900"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23473"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14502"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23018"
"2016-05-01 00:00:00","c#","13507"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","python","13111"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17047"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6140"
"2016-05-01 00:00:00","php","14482"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15929"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13666"
"2016-06-01 00:00:00","c","2301"
"2016-06-01 00:00:00","c#","13073"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5723"
"2016-06-01 00:00:00","javascript","22161"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12911"
"2016-06-01 00:00:00","swift","4806"
"2016-07-01 00:00:00","c++","5475"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12009"
"2016-07-01 00:00:00","java","14957"
"2016-07-01 00:00:00","javascript","22217"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","php","12950"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12836"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12920"
"2016-08-01 00:00:00","java","15190"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22678"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12725"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12909"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14691"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11111"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","php","12170"
"2016-09-01 00:00:00","python","12340"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20470"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5144"
"2016-09-01 00:00:00","ruby","1926"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12285"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11459"
"2016-10-01 00:00:00","c++","5977"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3212"
"2016-10-01 00:00:00","python","13507"
"2016-10-01 00:00:00","javascript","20453"
"2016-10-01 00:00:00","java","15344"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4733"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11659"
"2016-11-01 00:00:00","javascript","20527"
"2016-11-01 00:00:00","python","14189"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","274"
